"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"61278969","2024-05-26T23:30:05.000","2024-05-26T23:46:28.000","NYPD","New York City Police Department","Drinking","In Public","Street/Sidewalk","10453","2095 CRESTON AVENUE","CRESTON AVENUE","EAST  180 STREET","EAST  181 STREET","EAST  180 STREET","EAST  181 STREET","ADDRESS","BRONX","CRESTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:46:32.000","05 BRONX","2031690043","BRONX","1010917","250467","PHONE","Unspecified","BRONX",,,,,,,,"40.85410869350923","-73.90360389367528","
,  
(40.85410869350923, -73.90360389367528)"
"61276865","2024-05-26T23:30:03.000","2024-05-26T23:44:12.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11104","39-46 SKILLMAN AVENUE","SKILLMAN AVENUE","39 PLACE","40 STREET","39 PLACE","40 STREET","ADDRESS","SUNNYSIDE","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:44:17.000","02 QUEENS","4001860026","QUEENS","1005251","211539","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7472773258651","-73.92420714328257","
,  
(40.7472773258651, -73.92420714328257)"
"61278040","2024-05-26T23:30:00.000","2024-05-26T23:55:05.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11216","771 SAINT JOHNS PLACE","SAINT JOHNS PLACE","ROGERS AVENUE","NOSTRAND AVENUE","ROGERS AVENUE","NOSTRAND AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-05-26T23:55:09.000","08 BROOKLYN","3012470073","BROOKLYN","997391","184025","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67177310838009","-73.95262766906028","
,  
(40.67177310838009, -73.95262766906028)"
"61277255","2024-05-26T23:30:00.000","2024-05-26T23:53:48.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10452","1469 GRAND CONCOURSE","GRAND CONCOURSE","EAST  171 STREET","EAST  172 STREET","EAST  171 STREET","EAST  172 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:53:51.000","04 BRONX","2028340001","BRONX","1008352","245472","PHONE","Unspecified","BRONX","Other",,,,,,,"40.84040627143183","-73.91289382655883","
,  
(40.84040627143183, -73.91289382655883)"
"61271579","2024-05-26T23:29:58.000","2024-05-26T23:59:02.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11417","90-17 LIBERTY AVENUE","LIBERTY AVENUE","90 STREET","91 STREET","90 STREET","91 STREET","ADDRESS","OZONE PARK","LIBERTY AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:59:12.000","10 QUEENS",,"QUEENS","1026260","187067","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68003277782774","-73.84853823879263","
,  
(40.68003277782774, -73.84853823879263)"
"61278234","2024-05-26T23:29:54.000","2024-05-27T00:05:07.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","655 WEST  160 STREET","WEST  160 STREET","FORT WASHINGTON AVENUE","RIVERSIDE DRIVE","FORT WASHINGTON AVENUE","RIVERSIDE DRIVE","ADDRESS","NEW YORK","WEST  160 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:05:12.000","12 MANHATTAN","1021360098","MANHATTAN","999307","244152","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.83680331008733","-73.94558598899529","
,  
(40.83680331008733, -73.94558598899529)"
"61276409","2024-05-26T23:29:54.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10463","3134 KINGSBRIDGE TERRACE","KINGSBRIDGE TERRACE","SHRADY PLACE","FORT INDEPENDENCE STREET","SHRADY PLACE","FORT INDEPENDENCE STREET","ADDRESS","BRONX","KINGSBRIDGE TERRACE",,"In Progress",,,"2024-05-27T00:59:10.000","08 BRONX","2032540022","BRONX","1012053","259188","PHONE","Unspecified","BRONX",,,,,,,,"40.87804167014938","-73.89946129225898","
,  
(40.87804167014938, -73.89946129225898)"
"61272884","2024-05-26T23:29:51.000","2024-05-26T23:32:03.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11206","15 WHIPPLE STREET","WHIPPLE STREET","FLUSHING AVENUE","THROOP AVENUE","FLUSHING AVENUE","THROOP AVENUE","ADDRESS","BROOKLYN","WHIPPLE STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:32:06.000","01 BROOKLYN","3022720013","BROOKLYN","999281","194521","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.700579213009185","-73.94579094538449","
,  
(40.700579213009185, -73.94579094538449)"
"61277181","2024-05-26T23:29:49.000","2024-05-27T00:17:59.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10462","2251 HAVILAND AVENUE","HAVILAND AVENUE","EAST  177 STREET","HAVEMEYER AVENUE","EAST  177 STREET","HAVEMEYER AVENUE","ADDRESS","BRONX","HAVILAND AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:18:04.000","09 BRONX","2038190063","BRONX","1026017","241964","ONLINE","Unspecified","BRONX",,,,,,,,"40.83071195783087","-73.84907332743016","
,  
(40.83071195783087, -73.84907332743016)"
"61272892","2024-05-26T23:29:46.000","2024-05-26T23:36:40.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10457","220 MT HOPE PLACE","MT HOPE PLACE","MONROE AVENUE","ANTHONY AVENUE","MONROE AVENUE","ANTHONY AVENUE","ADDRESS","BRONX","MOUNT HOPE PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:36:43.000","05 BRONX","2028020014","BRONX","1010426","248335","PHONE","Unspecified","BRONX",,,,,,,,"40.848258458299654","-73.90538708740995","
,  
(40.848258458299654, -73.90538708740995)"
"61275107","2024-05-26T23:29:43.000","2024-05-26T23:36:43.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11368","127-43 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:36:48.000","07 QUEENS","4018310001","QUEENS","1028216","216051","ONLINE","Unspecified","QUEENS",,,,,,,,"40.759577242395046","-73.84129681932376","
,  
(40.759577242395046, -73.84129681932376)"
"61271866","2024-05-26T23:29:39.000","2024-05-26T23:58:14.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11216","315 CLIFTON PLACE","CLIFTON PLACE","NOSTRAND AVENUE","MARCY AVENUE","NOSTRAND AVENUE","MARCY AVENUE","ADDRESS","BROOKLYN","CLIFTON PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:58:21.000","03 BROOKLYN","3017890012","BROOKLYN","997887","190374","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68919891946743","-73.95082677806468","
,  
(40.68919891946743, -73.95082677806468)"
"61276878","2024-05-26T23:29:29.000","2024-05-26T23:50:39.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11103","28-49 STEINWAY STREET","STEINWAY STREET","28 AVENUE","30 AVENUE","28 AVENUE","30 AVENUE","ADDRESS","ASTORIA","STEINWAY STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:50:44.000","01 QUEENS","4006630001","QUEENS","1008094","218068","MOBILE","Unspecified","QUEENS",,,,,,,,"40.765190549845876","-73.91392357481611","
,  
(40.765190549845876, -73.91392357481611)"
"61272753","2024-05-26T23:29:19.000","2024-05-26T23:44:24.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","235 COOPER STREET","COOPER STREET","WILSON AVENUE","KNICKERBOCKER AVENUE","WILSON AVENUE","KNICKERBOCKER AVENUE","ADDRESS","BROOKLYN","COOPER STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-05-26T23:44:29.000","04 BROOKLYN","3034360143","BROOKLYN","1010625","190782","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69028999193373","-73.9048936615328","
,  
(40.69028999193373, -73.9048936615328)"
"61272774","2024-05-26T23:29:05.000","2024-05-27T00:20:54.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11208","101 MCKINLEY AVENUE","MCKINLEY AVENUE","EUCLID AVENUE","CRESCENT STREET","EUCLID AVENUE","CRESCENT STREET","ADDRESS","BROOKLYN","MC KINLEY AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:20:59.000","05 BROOKLYN","3041640045","BROOKLYN","1019777","186836","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.67942712953081","-73.87191305979681","
,  
(40.67942712953081, -73.87191305979681)"
"61272976","2024-05-26T23:29:04.000","2024-05-26T23:46:55.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10453","2095 CRESTON AVENUE","CRESTON AVENUE","EAST  180 STREET","EAST  181 STREET","EAST  180 STREET","EAST  181 STREET","ADDRESS","BRONX","CRESTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:46:59.000","05 BRONX","2031690043","BRONX","1010917","250467","PHONE","Unspecified","BRONX","Car",,,,,,,"40.85410869350923","-73.90360389367528","
,  
(40.85410869350923, -73.90360389367528)"
"61276034","2024-05-26T23:29:01.000","2024-05-26T23:32:26.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10466","1145 EAST  229 STREET","EAST  229 STREET","229 DRIVE SOUTH","229 DRIVE SOUTH","229 DRIVE SOUTH","229 DRIVE SOUTH","ADDRESS","BRONX","EAST  229 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:32:29.000","12 BRONX","2049050001","BRONX","1027027","262208","ONLINE","Unspecified","BRONX",,,,,,,,"40.8862707426782","-73.84529446628336","
,  
(40.8862707426782, -73.84529446628336)"
"61279366","2024-05-26T23:28:42.000","2024-05-27T00:36:22.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11367","30 MEADOW LAKE DRIVE","MEADOW LAKE DRIVE","MEADOW LAKE PARK PATH","BEND","MEADOW LAKE PARK PATH","BEND","ADDRESS","FLUSHING","MEADOW LAKE DRIVE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:36:25.000","81 QUEENS","4022090010","QUEENS","1029152","207357","MOBILE","Unspecified","QUEENS","Car",,,,,,,"40.73570973497548","-73.83797621321366","
,  
(40.73570973497548, -73.83797621321366)"
"61277280","2024-05-26T23:28:41.000","2024-05-26T23:35:49.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Store/Commercial","11368","127-60 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:35:53.000","07 QUEENS","4018330203","QUEENS","1028287","216221","PHONE","Unspecified","QUEENS",,,,,,,,"40.7600434947182","-73.84103941905585","
,  
(40.7600434947182, -73.84103941905585)"
"61275320","2024-05-26T23:28:39.000",,"NYPD","New York City Police Department","Animal-Abuse","Neglected","Residential Building/House","10453","54 WEST  174 STREET","WEST  174 STREET","GRAND AVENUE","MACOMBS ROAD","GRAND AVENUE","MACOMBS ROAD","ADDRESS","BRONX","WEST  174 STREET",,"In Progress",,,"2024-05-27T01:45:16.000","05 BRONX","2028660009","BRONX","1007541","248046","PHONE","Unspecified","BRONX",,,,,,,,"40.84747332022759","-73.91581589059129","
,  
(40.84747332022759, -73.91581589059129)"
"61271818","2024-05-26T23:28:34.000","2024-05-26T23:36:21.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11368","127-43 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:36:25.000","07 QUEENS","4018310001","QUEENS","1028216","216051","ONLINE","Unspecified","QUEENS",,,,,,,,"40.759577242395046","-73.84129681932376","
,  
(40.759577242395046, -73.84129681932376)"
"61273776","2024-05-26T23:28:31.000","2024-05-26T23:44:18.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","235 COOPER STREET","COOPER STREET","WILSON AVENUE","KNICKERBOCKER AVENUE","WILSON AVENUE","KNICKERBOCKER AVENUE","ADDRESS","BROOKLYN","COOPER STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-05-26T23:44:21.000","04 BROOKLYN","3034360143","BROOKLYN","1010625","190782","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69028999193373","-73.9048936615328","
,  
(40.69028999193373, -73.9048936615328)"
"61274928","2024-05-26T23:28:26.000","2024-05-26T23:54:38.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11234","2770 EAST   65 STREET","EAST   65 STREET","56 DRIVE","NATIONAL DRIVE","56 DRIVE","NATIONAL DRIVE","ADDRESS","BROOKLYN","EAST   65 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:54:42.000","18 BROOKLYN","3085970065","BROOKLYN","1008365","159927","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60560619192893","-73.91315335964347","
,  
(40.60560619192893, -73.91315335964347)"
"61275879","2024-05-26T23:28:22.000","2024-05-26T23:56:07.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11377","48-01 72 STREET","72 STREET","48 AVENUE","DEAD END","48 AVENUE","DEAD END","ADDRESS","WOODSIDE","72 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:56:10.000","02 QUEENS","4024480035","QUEENS","1014107","208256","PHONE","Unspecified","QUEENS",,,,,,,,"40.73824085036832","-73.89226033511869","
,  
(40.73824085036832, -73.89226033511869)"
"61275701","2024-05-26T23:28:19.000","2024-05-26T23:52:57.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","11420","130-26 VAN WYCK EXPRESSWAY SR WEST","VAN WYCK EXPRESSWAY SR WEST","130 AVENUE","133 AVENUE","130 AVENUE","133 AVENUE","ADDRESS","SOUTH OZONE PARK","VAN WYCK EXPRESSWAY SR WEST",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-05-26T23:53:02.000","10 QUEENS","4117810320","QUEENS","1039252","183769","ONLINE","Unspecified","QUEENS","Car",,,,,,,"40.67090934095626","-73.80172427513459","
,  
(40.67090934095626, -73.80172427513459)"
"61275392","2024-05-26T23:28:13.000",,"DPR","Department of Parks and Recreation","Maintenance or Facility","Unsecured Facility","Park","10460","1086 EAST  180 STREET","EAST  180 STREET","BRONX RIVER SHORELINE","DEVOE AVENUE","BRONX RIVER SHORELINE","DEVOE AVENUE","ADDRESS","BRONX","EAST  180 STREET",,"In Progress",,,,"06 BRONX","2040030001","BRONX","1018413","246139","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.84220379900767","-73.87652937073106","
,  
(40.84220379900767, -73.87652937073106)"
"61276942","2024-05-26T23:28:10.000","2024-05-26T23:29:30.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10031","465 WEST  148 STREET","WEST  148 STREET","CONVENT AVENUE","AMSTERDAM AVENUE","CONVENT AVENUE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST  148 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:29:33.000","09 MANHATTAN","1020630005","MANHATTAN","999350","240523","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.826842676360066","-73.94543876141184","
,  
(40.826842676360066, -73.94543876141184)"
"61271829","2024-05-26T23:28:09.000","2024-05-27T00:16:16.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10465","1671 BAYSHORE AVENUE","BAYSHORE AVENUE","AMPERE AVENUE","WATT AVENUE","AMPERE AVENUE","WATT AVENUE","ADDRESS","BRONX","BAY SHORE AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-05-27T00:16:20.000","10 BRONX","2054170162","BRONX","1035054","248169","MOBILE","Unspecified","BRONX",,,,,,,,"40.84769548157794","-73.81637086202372","
,  
(40.84769548157794, -73.81637086202372)"
"61278216","2024-05-26T23:28:07.000","2024-05-27T00:20:54.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","119 AUDUBON AVENUE","AUDUBON AVENUE","WEST  171 STREET","WEST  172 STREET","WEST  171 STREET","WEST  172 STREET","ADDRESS","NEW YORK","AUDUBON AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:20:58.000","12 MANHATTAN","1021280031","MANHATTAN","1001716","246231","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.842505122815716","-73.93687476944211","
,  
(40.842505122815716, -73.93687476944211)"
"61277078","2024-05-26T23:27:51.000","2024-05-26T23:54:06.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11214","2246 81 STREET","81 STREET","BAY PARKWAY","23 AVENUE","BAY PARKWAY","23 AVENUE","ADDRESS","BROOKLYN","81 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-05-26T23:54:08.000","11 BROOKLYN","3063000024","BROOKLYN","987072","159374","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.604120682182916","-73.98983720811047","
,  
(40.604120682182916, -73.98983720811047)"
"61271679","2024-05-26T23:27:40.000","2024-05-26T23:43:55.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11368","127-11 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:43:58.000","07 QUEENS","4018320001","QUEENS","1028093","215713","ONLINE","Unspecified","QUEENS",,,,,,,,"40.758650131211176","-73.84174301320034","
,  
(40.758650131211176, -73.84174301320034)"
"61277215","2024-05-26T23:27:40.000","2024-05-26T23:37:09.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11368","127-43 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:37:13.000","07 QUEENS","4018310001","QUEENS","1028216","216051","ONLINE","Unspecified","QUEENS",,,,,,,,"40.759577242395046","-73.84129681932376","
,  
(40.759577242395046, -73.84129681932376)"
"61272736","2024-05-26T23:27:38.000","2024-05-27T00:17:38.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10462","2221 GLEASON AVENUE","GLEASON AVENUE","CASTLE HILL AVENUE","HAVEMEYER AVENUE","CASTLE HILL AVENUE","HAVEMEYER AVENUE","ADDRESS","BRONX","GLEASON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:17:42.000","09 BRONX","2038210078","BRONX","1025719","242453","PHONE","Unspecified","BRONX",,,,,,,,"40.83205552468276","-73.85014713702178","
,  
(40.83205552468276, -73.85014713702178)"
"61279281","2024-05-26T23:27:29.000","2024-05-26T23:43:49.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11207","235 COOPER STREET","COOPER STREET","WILSON AVENUE","KNICKERBOCKER AVENUE","WILSON AVENUE","KNICKERBOCKER AVENUE","ADDRESS","BROOKLYN","COOPER STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-05-26T23:43:53.000","04 BROOKLYN","3034360143","BROOKLYN","1010625","190782","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69028999193373","-73.9048936615328","
,  
(40.69028999193373, -73.9048936615328)"
"61275125","2024-05-26T23:27:25.000","2024-05-27T00:37:06.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10454","157 WALNUT AVENUE","WALNUT AVENUE","EAST  134 STREET","EAST  135 STREET","EAST  134 STREET","EAST  135 STREET","ADDRESS","BRONX","WALNUT AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-05-27T00:37:09.000","01 BRONX",,"BRONX","1009050","231075","ONLINE","Unspecified","BRONX",,,,,,,,"40.800888658420035","-73.91042441831644","
,  
(40.800888658420035, -73.91042441831644)"
"61278218","2024-05-26T23:27:21.000","2024-05-26T23:42:36.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11217","211 HOYT STREET","HOYT STREET","BALTIC STREET","BUTLER STREET","BALTIC STREET","BUTLER STREET","ADDRESS","BROOKLYN","HOYT STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:42:41.000","06 BROOKLYN","3004040001","BROOKLYN","987134","188429","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.683870375943584","-73.98960150818876","
,  
(40.683870375943584, -73.98960150818876)"
"61275982","2024-05-26T23:27:15.000","2024-05-27T00:05:44.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11417","110-50 107 STREET","107 STREET","MURIEL COURT","SUTTER AVENUE","MURIEL COURT","SUTTER AVENUE","ADDRESS","OZONE PARK","107 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:05:47.000","10 QUEENS","4114810060","QUEENS","1030735","186132","MOBILE","Unspecified","QUEENS",,,,,,,,"40.67744405011171","-73.83241067704685","
,  
(40.67744405011171, -73.83241067704685)"
"61279093","2024-05-26T23:27:13.000","2024-05-26T23:41:24.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10470","4323 KATONAH AVENUE","KATONAH AVENUE","EAST  237 STREET","EAST  238 STREET","EAST  237 STREET","EAST  238 STREET","ADDRESS","BRONX","KATONAH AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:41:29.000","12 BRONX","2033780051","BRONX","1020868","266986","MOBILE","Unspecified","BRONX",,,,,,,,"40.89941252839769","-73.8675426855847","
,  
(40.89941252839769, -73.8675426855847)"
"61276615","2024-05-26T23:27:06.000","2024-05-27T00:18:14.000","NYPD","New York City Police Department","Traffic","Truck Route Violation","Street/Sidewalk","11432","82-68 164 STREET","164 STREET","82 ROAD","GRAND CENTRAL PARKWAY","82 ROAD","GRAND CENTRAL PARKWAY","ADDRESS","JAMAICA","164 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-05-27T00:18:19.000","08 QUEENS","4068580001","QUEENS","1038740","200651","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71724956934783","-73.80343340538089","
,  
(40.71724956934783, -73.80343340538089)"
"61279021","2024-05-26T23:27:06.000","2024-05-26T23:52:57.000","NYPD","New York City Police Department","Noise - Park","Loud Music/Party","Park/Playground","10027","245 WEST  129 STREET","WEST  129 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  129 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:53:01.000","10 MANHATTAN","1019330020","MANHATTAN","998834","235069","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.811873852260725","-73.9473150904418","
,  
(40.811873852260725, -73.9473150904418)"
"61275060","2024-05-26T23:26:57.000","2024-05-26T23:27:41.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11206","7 WHIPPLE STREET","WHIPPLE STREET","FLUSHING AVENUE","THROOP AVENUE","FLUSHING AVENUE","THROOP AVENUE","ADDRESS","BROOKLYN","WHIPPLE STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:27:44.000","01 BROOKLYN","3022727503","BROOKLYN","999228","194474","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.70045029889097","-73.94598219349238","
,  
(40.70045029889097, -73.94598219349238)"
"61276097","2024-05-26T23:26:56.000","2024-05-26T23:44:45.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11377","64-12 39 AVENUE","39 AVENUE","64 STREET","65 STREET","64 STREET","65 STREET","ADDRESS","WOODSIDE","39 AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:44:50.000","02 QUEENS","4012340084","QUEENS","1012064","211223","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74639118126075","-73.89962027167428","
,  
(40.74639118126075, -73.89962027167428)"
"61278255","2024-05-26T23:26:50.000","2024-05-26T23:36:29.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","666 WEST  207 STREET","WEST  207 STREET","SEAMAN AVENUE","DEAD END","SEAMAN AVENUE","DEAD END","ADDRESS","NEW YORK","WEST  207 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-26T23:36:33.000","12 MANHATTAN","1022480092","MANHATTAN","1005767","255969","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.86922407167794","-73.92220248436887","
,  
(40.86922407167794, -73.92220248436887)"
"61277184","2024-05-26T23:26:40.000","2024-05-26T23:43:34.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11368","127-43 WILLETS POINT BOULEVARD","WILLETS POINT BOULEVARD","127 STREET","34 AVENUE","127 STREET","34 AVENUE","ADDRESS","CORONA","WILLETS POINT BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:43:38.000","07 QUEENS","4018310001","QUEENS","1028216","216051","ONLINE","Unspecified","QUEENS",,,,,,,,"40.759577242395046","-73.84129681932376","
,  
(40.759577242395046, -73.84129681932376)"
